car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh)
MERCEDES,E CLASS,14000.0,1950.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,7960635.0
MERCEDES,S CLASS,149000.0,2987.0,Automatic Transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,5533894.0
TOYOTA,CROWN HYBRID,15000.0,2500.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,1,2017,4658137.0
FORD,MUSTANG,26000.0,2261.0,Automatic Transmission,Petrol,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2021,4864950.0
TOYOTA,PRIUS,37000.0,1800.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2020,2962685.0
CITROEN,C3,2000.0,1200.0,Automatic Transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2023,2696205.0
GENESIS,G80,32000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,4883891.0
BMW,3 SERIES,17000.0,1998.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4991355.0
SUZUKI,SWIFT SPORT,1000.0,1400.0,Manual Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023,2628054.0
MERCEDES,GLC CLASS,126000.0,2143.0,Automatic Transmission,Diesel,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2018,4987051.0
GENESIS,G90,70000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,6578614.0
MERCEDES,S CLASS,55000.0,4300.0,Automatic Transmission,Petrol,LHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,0,2015,7528008.0
JAGUAR,F TYPE,53000.0,2995.0,Automatic Transmission,Petrol,LHD,2WD,2 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2015,4488471.0
PORSCHE,CAYENNE,11000.0,4000.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,12155848.999999987
SUZUKI,SWIFT SPORT,39000.0,1400.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021,4883891.0
BMW,M4,62000.0,3000.0,Manual Transmission,Petrol,LHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2015,7238409.0
PEUGEOT,208 GT,6000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023,4199767.0
KIA,STINGER,49000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5634550.0
BMW,X3,21000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020,7447932.0
KIA,MOHAVE,62000.0,2959.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020,5572680.0
MAZDA,MAZDA3 FASTBACK,32000.0,1500.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2022,2393294.0
TOYOTA,PRIUS,63000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,3265595.0
BMW,X7,15000.0,2998.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,12155848.999999987
TOYOTA,PRIUS,22000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2017,4883891.0
BMW,X6,34000.0,2998.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,11210999.0
MERCEDES,E CLASS,18000.0,1991.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,6377616.0
TOYOTA,PRIUS,71000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2019,2864384.0
TOYOTA,PRIUS,54000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2020,2800944.0
LEXUS,ES,22000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5799117.0
LAND,ROVER RANGE ROVER SPORT 5.0 P575 V8 SVR AUTO 4WD (S/S) 5DR,23000.0,4300.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2018,12155848.999999987
Abarth,595 F595,1000.0,1400.0,Manual Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2022,3891988.0
LAND,ROVER DEFENDER,5000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2022,12155848.999999987
MERCEDES,CLA CLASS,27000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5557605.0
TOYOTA,"LAND CRUISER GCC FULL OPTION, V8 VX.R, 5.7",140000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2017,8878476.0
MERCEDES,S CLASS,16000.0,3982.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,12155848.999999987
AMG,ECLASS,63000.0,3000.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,5048200.0
MERCEDES,E CLASS,73000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,0,0,0,0,0,0,0,0,2018,3753359.0
Abarth,595,10000.0,1400.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,0,2022,3742967.0
TOYOTA,CROWN MAJESTA,14000.0,2500.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4659708.0
MERCEDES,E CLASS,61000.0,1991.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,5050555.0
GENESIS,G80,38000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4762248.0
AUDI,RS Q3,6000.0,2500.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,7300324.0
BMW,X4,60000.0,1995.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020,6641740.0
MERCEDES,S CLASS,91000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,8297622.0
TOYOTA,YARIS,1000.0,1600.0,Manual Transmission,Petrol,RHD,4WD,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2020,5962429.0
MERCEDES,A CLASS,32000.0,1595.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2018,3104483.0
AUDI,Q5,5000.0,1984.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,7562093.0
TOYOTA,HARRIER PREMIUM,140000.0,2000.0,Automatic Transmission,Petrol,RHD,2WD,7 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2018,2275992.0
SUZUKI,ALTO LAPIN X,1000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023,4883891.0
AUDI,S3,35000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,3060985.0
HONDA,CIVIC,25000.0,1500.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,3078416.0
LAND,ROVER DEFENDER 3.0 D300 MHEV SE HARD TOP AUTO 4WD EURO 6 (S/S) 5DR,10000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2021,12155848.999999987
HONDA,CIVIC ﾊｯﾁﾊﾞｯｸ ﾎﾝﾀﾞｾﾝｼﾝｸﾞ,42000.0,1500.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2678774.0
MERCEDES,E CLASS,77000.0,1950.0,Automatic Transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2018,5013663.0
MERCEDES,CLS CLASS,102000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,4791299.0
NISSAN,PATROL SE PLATINUM V6-2017-FULL OPTION,113000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2017,8156766.0
AUDI,A6,25000.0,1984.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5338705.0
NISSAN,NOTE,18000.0,1200.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,2575606.0
KIA,K8,28000.0,3470.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4513827.0
GENESIS,G70,16000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,7646575.0
ALFA,ROMEO GIULIETTA,63000.0,1400.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2563043.0
SUBARU,BRZ S,14000.0,2400.0,Manual Transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2021,3729722.0
GENESIS,G90,64000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,7896253.0
HONDA,GRACE HYBRID LX,108000.0,1490.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,4 Doors,sedan,1,1,1,1,1,0,1,1,2015,923022.0
KIA,CARNIVAL CARNIVAL (KA4),46000.0,2151.0,Automatic Transmission,Diesel,LHD,Other,5 Seats,5 Doors,sedan,0,0,0,0,0,0,0,0,2021,4883891.0
MERCEDES,GLS CLASS,13000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,4883891.0
TOYOTA,LAND CRUISER PRADO TX L PACKAGE 4WD,7000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,0,0,0,0,1,1,1,2023,6056647.0
TOYOTA,PRIUS Z,1000.0,2000.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023,5953007.0
MERCEDES,E CLASS,19000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,5883128.0
MERCEDES,GLC CLASS,144000.0,2143.0,Automatic Transmission,Diesel,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2018,4272915.0
TOYOTA,LAND CRUISER ZX,95000.0,4300.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2019,6502612.0
TOYOTA,PRIUS,62000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,2623186.0
TOYOTA,HARRIER,1000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,6166568.0
TOYOTA,CAMRY,45000.0,2487.0,Automatic Transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4648402.0
MERCEDES,E CLASS,23000.0,1950.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,7101681.0
TOYOTA,LAND CRUISER PRADO,29000.0,2800.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,0,2020,5843086.0
BMW,X3 M40I,15000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,7231231.0
GENESIS,G80,74000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4637881.0
HYUNDAI,PALISADE THE NEW PALISADE,32000.0,2199.0,Automatic Transmission,Diesel,LHD,Other,7 Seats,5 Doors,suv,0,0,0,0,0,0,0,0,2023,4883891.0
TOYOTA,RAV4,5000.0,2487.0,Automatic Transmission,Hybrid,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,6590235.0
TOYOTA,PRIUS A,28000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,3571647.0
MERCEDES,S CLASS,149000.0,2987.0,Automatic Transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,4536125.0
BMW,1 SERIES,53000.0,1995.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2416534.0
BMW,7 SERIES,137000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,5416435.0
NISSAN,AURA,6000.0,1200.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2023,3029265.0
TOYOTA,LAND CRUISER PRADO,68000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2016,5748868.0
JEEP,WRANGLER,18000.0,1995.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,2 Doors,suv,1,1,0,1,0,0,1,1,2020,5939659.0
MASERATI,LEVANTE,49000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019,7012959.0
GENESIS,G80,4000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,7384492.0
BMW,X6,55000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020,10912642.0
LAND,ROVER DEFENDER 110SE,45000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,10346706.0
BMW,X7,18000.0,2998.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,12155848.999999987
BMW,X4 M40I,53000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,0,0,1,0,0,1,1,2019,5670039.0
BMW,1 SERIES,16000.0,1998.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2022,4248603.0
BMW,1 SERIES,36000.0,1995.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3465809.0
HYUNDAI,PALISADE,20000.0,3778.0,Automatic Transmission,Petrol,LHD,Other,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,4883891.0
MERCEDES,E CLASS,40000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,5464801.0
MERCEDES,E CLASS,9000.0,1991.0,Automatic Transmission,Hybrid,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,8824300.0
KIA,MOHAVE,22000.0,2959.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,4883891.0
LAND,ROVER RANGE ROVER VOGUE SE SUPERCHARGED,108000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2016,7909601.0
FORD,EXPLORER,38000.0,2956.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,4883891.0
TOYOTA,PRIUS,88000.0,1800.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016,2577333.0
BMW,X5,23000.0,3000.0,Automatic Transmission,Diesel,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,8605244.0
BMW,3 SERIES 320D LUXURY,146000.0,1990.0,Automatic Transmission,Diesel,RHD,2WD,5 Seats,4 Doors,sedan,1,1,1,1,1,1,1,1,2015,1084763.0
GENESIS,G70,47000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,5672865.0
LAND,ROVER DISCOVERY,26000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020,10577540.0
SUZUKI,IGNIS,52000.0,1200.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,2447155.0
HYUNDAI,PALISADE,7000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,8563631.0
TOYOTA,AQUA L,138000.0,1490.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,0,2017,647120.0
HYUNDAI,PALISADE,6000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,8094582.0
TOYOTA,PRIUS PHV,78000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2628054.0
HONDA,FIT,9000.0,1500.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2020,2551894.0
FIAT,500,48000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2440874.0
NISSAN,NOTE AUTECH CROSSOVER FOUR,7000.0,1200.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,3010265.0
BMW,5 SERIES,68000.0,1998.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4517596.0
TOYOTA,PRIUS,1000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021,4179196.0
TOYOTA,YARIS,3000.0,1500.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2020,2407583.0
BMW,X6,39000.0,2993.0,Automatic Transmission,Hybrid,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,10939809.0
BMW,5 SERIES,6000.0,2000.0,Automatic Transmission,Diesel,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,6570135.0
MERCEDES,B CLASS,27000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2018,3534588.0
LAND,ROVER RANGE ROVER,27000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2017,9415518.0
BMW,2 SERIES,3000.0,2000.0,Automatic Transmission,Diesel,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023,5045059.0
TOYOTA,PRIUS,13000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3219586.0
MERCEDES,GLC CLASS 2.0 GLC300D AMG LINE (PREMIUM) G-TRONIC+ 4MATIC EURO 6,50000.0,2000.0,Automatic Transmission,Diesel,RHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,0,2020,8814767.0
GENESIS,G80,33000.0,2497.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,6292349.0
MERCEDES,E CLASS,50000.0,1950.0,Automatic Transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2020,6272244.0
DAIHATSU,MOVE,5000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,2521744.0
BMW,X5,40000.0,900.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,0,1,0,0,0,0,0,0,2020,4883891.0
VOLVO,XC60,15000.0,2000.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,4883891.0
VOLVO,XC90,7000.0,2000.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,0,2022,7683477.0
SUBARU,WRX STI,19000.0,2000.0,Manual Transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,0,2018,6033092.0
MERCEDES,E CLASS,42000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4916923.0
MERCEDES,"C CLASS C300 LUXURY (W205), 4DR SEDAN, 2L 4CYL PETROL, AUTOMATIC, REAR WHEEL DRIVE",97000.0,900.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,0,2018,4730685.0
MINI,MINI,16000.0,2000.0,Automatic Transmission,Diesel,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,4462949.0
Renault,MEGANE,54000.0,2000.0,Manual Transmission,Petrol,RHD,Other,5 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2016,4883891.0
BMW,5 SERIES,11000.0,1998.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,8292911.0
Abarth,595,22000.0,1400.0,Manual Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2017,3417914.0
HONDA,CIVIC,1000.0,2000.0,Manual Transmission,Petrol,RHD,Other,4 Seats,5 Doors,sedan,1,1,0,1,0,0,1,1,2023,6970561.0
BMW,5 SERIES,119000.0,1998.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4678708.0
BMW,5 SERIES,52000.0,1998.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4645575.0
GENESIS,G80,57000.0,3470.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5651666.0
TOYOTA,86,51000.0,2000.0,Manual Transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,0,2015,2501196.0
SUZUKI,ALTO,6000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2020,2563043.0
TOYOTA,86 RZ 6MT,1000.0,2400.0,Manual Transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023,4121854.0
NISSAN,NOTE MEDALIST X,121000.0,1190.0,Automatic Transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,0,2019,1030901.0
AUDI,A1 SPORTBACK,14000.0,1000.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3154575.0
JEEP,WRANGLER,53000.0,1995.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019,5844970.0
MERCEDES,CLS CLASS,13000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,7291373.0
NISSAN,XTRAIL G E-4ORCE,5000.0,1500.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,5879203.0
NISSAN,LEAF,43000.0,900.0,Automatic Transmission,Electric/Other,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2337705.0
ROLLS,ROYCE GHOST II,16000.0,4300.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,12155848.999999987
TOYOTA,PRIUS G,1000.0,2000.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2023,4218767.0
MERCEDES,E CLASS,75000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,5250926.0
TOYOTA,COROLLA SPORT,15000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2967395.0
GENESIS,G90,72000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,7710487.0
TOYOTA,PRIUS,2000.0,2000.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2023,5010199.0
BMW,M2,54000.0,3000.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2018,3909899.0
LAND,ROVER RANGE ROVER,1000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,12155848.999999987
