car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh)
TOYOTA,HARRIER HYBRID,1000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,6166568.0
MASERATI,LEVANTE,12000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,10455057.0
GENESIS,G80,45000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,6505595.0
ROLLS,ROYCE GHOST II,29000.0,4300.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,12155848.999999987
TOYOTA,FORTUNER 2.8 GR SPORT BLACK TOP 4WD,30000.0,2800.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2022,7978694.0
JEEP,GRAND CHEROKEE,60000.0,3604.0,Automatic Transmission,Petrol,LHD,Other,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,7187577.0
MERCEDES,S CLASS,80000.0,4300.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,6403997.0
AUDI,Q5,27000.0,1984.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,4883891.0
MAZDA,CX-30,30000.0,2000.0,Automatic Transmission,Petrol,RHD,2WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2020,12155848.999999987
MASERATI,GHIBLI,51000.0,3000.0,Automatic Transmission,Petrol,RHD,2WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,0,2018,5137079.0
LEXUS,GS F,90000.0,4300.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016,4483677.0
TOYOTA,PRIUS,35000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2951535.0
HYUNDAI,GRANDEUR,29000.0,2359.0,Automatic Transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5123888.0
GENESIS,G70,37000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,6590235.0
KIA,K9,92000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,4616053.0
TOYOTA,PRIUS,35000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2020,2456734.0
MERCEDES,G CLASS G 63 AMG EDITION 1,125000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2019,12155848.999999987
KIA,K8,36000.0,1598.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5390525.0
NISSAN,XTRAIL 20X EMERGENCY BRAKE PKG,145000.0,2000.0,Automatic Transmission,Petrol,RHD,2WD,7 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2017,1316382.0
MERCEDES,E CLASS,23000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,5154195.0
TOYOTA,CROWN CROSSOVER,1000.0,2400.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,4 Doors,suv,0,1,0,1,0,0,0,1,2022,7598681.0
NISSAN,XTRAIL G E-4ORCE,1000.0,1500.0,Automatic Transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,5865070.0
TOYOTA,CROWN CROSSOVER,27000.0,2400.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,6662782.0
GENESIS,GV80,27000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,8057052.0
TOYOTA,LAND CRUISER ZX,68000.0,4300.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2016,7158997.0
BMW,5 SERIES,27000.0,1998.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,7001339.0
BMW,I8,57000.0,1500.0,Automatic Transmission,Hybrid,LHD,4WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2015,9788446.0
HYUNDAI,GRANDEUR,86000.0,2359.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4387418.0
BMW,X5,24000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019,7512315.0
GENESIS,G80,54000.0,3470.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,6258273.0
AUDI,Q5,7000.0,1968.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,7248033.0
MERCEDES,GLC CLASS,57000.0,1950.0,Automatic Transmission,Diesel,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2020,6576715.0
BMW,X6,136000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2017,5583672.0
AUDI,TT COUPE,15000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,4 Seats,3 Doors,coupe,1,1,0,1,0,0,1,1,2019,5661738.0
NISSAN,LEAF,31000.0,900.0,Automatic Transmission,Electric/Other,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2020,3284596.0
SUZUKI,SWIFT,40000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021,3224296.0
MERCEDES,S CLASS,126000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,8517150.0
MERCEDES,CLS CLASS,147000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,1,0,2019,6006711.0
SUBARU,FORESTER 2.0XT EYESIGHT ADVANCED SAFETY PKG,74000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2016,1668443.0
GENESIS,G90,86000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,7255728.0
MERCEDES,A CLASS,5000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2023,7793084.0
ALFA,ROMEO 4C,24000.0,1800.0,Automatic Transmission,Petrol,RHD,2WD,2 Seats,2 Doors,coupe,0,1,0,1,0,0,0,0,2016,9184201.0
KIA,K8,54000.0,3470.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4415369.0
MERCEDES,E CLASS,73000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4653898.0
MASERATI,LEVANTE,22000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019,9407667.0
TOYOTA,RAV4,1000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,5476421.0
MERCEDES,E CLASS,78000.0,1950.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5116822.0
MERCEDES,GLC CLASS,72000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2019,5549029.0
TOYOTA,LAND CRUISER PRADO,7000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,0,0,0,0,0,1,0,2021,5929452.0
LAND,ROVER RANGE ROVER,59000.0,4300.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020,4883891.0
HYUNDAI,PALISADE,34000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019,5630310.0
MERCEDES,S CLASS,73000.0,2987.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,5607541.0
BMW,5 SERIES,66000.0,1995.0,Automatic Transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4533613.0
MERCEDES,S CLASS,60000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,4883891.0
BMW,7 SERIES,82000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016,5735677.0
TOYOTA,PRIUS PHV,1000.0,2000.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2023,6254504.0
NISSAN,NOTE X,7000.0,1200.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2021,2513893.0
MERCEDES,CLS CLASS,48000.0,2996.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016,4916923.0
MERCEDES,S CLASS,73000.0,2996.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,10677568.0
TOYOTA,AQUA Z,9000.0,1500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021,4883891.0
PEUGEOT,208 GT,1000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,4883891.0
BMW,X4M,27000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019,8060349.0
MITSUBISHI,OUTLANDER PHEV P,12000.0,2400.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,4883891.0
KIA,MOHAVE MOHAVE THE MASTER,62000.0,2959.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,5 Doors,sedan,0,0,0,1,0,0,0,1,2021,4883891.0
BMW,X1,7000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2023,5821102.0
TOYOTA,CROWN HYBRID,47000.0,2500.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,4851598.0
AUDI,TT COUPE,1000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,4 Seats,3 Doors,sedan,1,1,0,1,0,0,1,1,2022,9548994.0
Abarth,595C,26000.0,1400.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2017,3297315.0
TOYOTA,HARRIER HYBRID,22000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020,5799117.0
BMW,X5 XDRIVE 35D,1000.0,3000.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,0,0,1,0,0,1,1,2022,9150138.0
TOYOTA,CROWN HYBRID,53000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4502678.0
MERCEDES,C CLASS,46000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4964032.0
FIAT,500,49000.0,900.0,Manual Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2020,2789794.0
MERCEDES,S CLASS,36000.0,2996.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,9018232.0
TOYOTA,COROLLA SPORT,16000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,3842838.0
LAND,ROVER RANGE ROVER,1000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,12155848.999999987
DAIHATSU,MIRA ES G SAIII,12000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,2561473.0
PORSCHE,MACAN,1000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,11139708.0
MERCEDES,E CLASS,33000.0,1950.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,5786555.0
MASERATI,GHIBLI,31000.0,3000.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016,4453527.0
MERCEDES,S CLASS,105000.0,4300.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016,6205825.0
HYUNDAI,PALISADE,22000.0,2199.0,Automatic Transmission,Diesel,LHD,Other,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,4883891.0
TOYOTA,PRIUS S,51000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016,2404443.0
JAGUAR,F PACE,10000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2021,4883891.0
BMW,5 SERIES,30000.0,1998.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4991512.0
TOYOTA,86 RZ,1000.0,2400.0,Manual Transmission,Petrol,RHD,4WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023,4259296.0
GENESIS,GV80,14000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,11378236.0
PORSCHE,911,1000.0,3000.0,Manual Transmission,Petrol,RHD,Other,2 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023,12155848.999999987
TOYOTA,LAND CRUISER PRADO,10000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,0,2022,4883891.0
HONDA,FIT HYBRID,56000.0,1500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,4883891.0
MITSUBISHI,MIRAGE M AS&G,83000.0,1190.0,Automatic Transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,0,1,1,0,1,1,2018,569390.0
NISSAN,AURA,1000.0,1200.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,3768405.0
ALFA,ROMEO STELVIO,3000.0,2200.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,4883891.0
Abarth,595,17000.0,1400.0,Manual Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3903137.0
BMW,5 SERIES,55000.0,1995.0,Automatic Transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4669130.0
VOLKSWAGEN,THE BEETLE,34000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,0,2017,2461445.0
HYUNDAI,PALISADE,25000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,6208809.0
MERCEDES,S CLASS,149000.0,2987.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,6241785.0
LEXUS,RX,28000.0,3500.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020,7829515.0
AUDI,A6,47000.0,1984.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5814035.0
MITSUBISHI,PAJERO SPORT 2.4 GT PREMIUM 2WD,112000.0,2400.0,Automatic Transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2019,5495578.0
BMW,M4,4000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023,12155848.999999987
MINI,MINI,32000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2015,2605755.0
BMW,5 SERIES,104000.0,1998.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4489330.0
JAGUAR,XF,47000.0,3000.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4483677.0
HONDA,CIVIC,1000.0,2000.0,Manual Transmission,Petrol,RHD,Other,4 Seats,5 Doors,sedan,1,1,0,1,0,0,1,1,2023,6606252.0
SUBARU,IMPREZA G4 1.6I L EYESIGHT,80000.0,1590.0,Automatic Transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,1,1,1,1,1,1,1,1,2018,1189502.0
BMW,X6,22000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,12155848.999999987
NISSAN,NOTE,1000.0,1200.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2022,2643914.0
TOYOTA,PRIUS S,75000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,0,0,0,0,0,0,0,0,2017,2548753.0
HYUNDAI,GRANDEUR,35000.0,2497.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,4528588.0
BMW,7 SERIES,59000.0,2998.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,10231446.0
BMW,X4,107000.0,1995.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019,5507356.0
PORSCHE,PANAMERA,73000.0,3600.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,sedan,1,1,0,1,0,0,1,1,2016,5149798.0
MERCEDES,E CLASS,54000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,6916857.0
GENESIS,G80,73000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4613070.0
TOYOTA,CROWN HYBRID,38000.0,3500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,0,0,1,0,0,1,1,2018,5996975.0
BMW,3 SERIES,30000.0,1998.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5190312.0
GENESIS,G70,36000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,6944965.0
CHEVROLET,CAMARO,2000.0,1990.0,Automatic Transmission,Petrol,LHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023,8345147.0
AUDI,A7 SPORTBACK,45000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2015,3966577.0
KIA,K7,27000.0,2359.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4883891.0
BMW,X4,8000.0,1998.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,4883891.0
TOYOTA,PRIUS,64000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016,3165724.0
ALFA,ROMEO GIULIETTA,11000.0,1800.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,3826978.0
AUDI,A6,19000.0,1984.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5889253.0
BMW,X5,52000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2015,5217949.0
AUDI,Q8,12000.0,2995.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,12142187.0
HYUNDAI,PALISADE,33000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,5735049.0
GENESIS,G90,25000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,9695032.0
HONDA,ACCORD,25000.0,1993.0,Automatic Transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4747173.0
TOYOTA,86,72000.0,2000.0,Automatic Transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,0,2015,1996824.0
TOYOTA,CROWN,68000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4431229.0
TOYOTA,AQUA,53000.0,1500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,4883891.0
MERCEDES,E CLASS,35000.0,1950.0,Automatic Transmission,Diesel,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5234438.0
TOYOTA,PRIUS PHV A,76000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2930964.0
VOLVO,XC90,2000.0,2000.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,10616798.0
INFINITI,QX80,149000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2019,9051052.0
TOYOTA,PRIUS PHV,45000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,4 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2017,2299704.0
TOYOTA,PRIUS,44000.0,1800.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2018,4883891.0
LEXUS,RX,50000.0,3456.0,Automatic Transmission,Hybrid,LHD,2WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2016,6336160.0
NISSAN,NOTE E POWER X,39000.0,1190.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,1,2019,996041.0
LAND,ROVER DEFENDER,59000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,8225231.0
TOYOTA,PRIUS,35000.0,1800.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3049836.0
AUDI,A6,46000.0,1968.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5041605.0
LAND,ROVER RANGE ROVER EVOQUE,27000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2016,5584300.0
MERCEDES,GLC CLASS,33000.0,1991.0,Automatic Transmission,Hybrid,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2020,7773776.0
LAND,ROVER DEFENDER,1000.0,3000.0,Automatic Transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,12155848.999999987
Renault,LUTECIA,1000.0,1600.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,4164906.0
TOYOTA,PRIUS 1.8 A,26000.0,1800.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2854805.0
NISSAN,FAIRLADY Z,35000.0,3700.0,Automatic Transmission,Petrol,RHD,Other,2 Seats,3 Doors,coupe,1,1,0,1,0,0,1,1,2018,3497260.0
TOYOTA,LAND CRUISER GXR,13000.0,4000.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2022,12155848.999999987
MERCEDES,E CLASS,40000.0,1991.0,Automatic Transmission,Hybrid,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,7118955.0
HYUNDAI,PALISADE,17000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,4883891.0
HYUNDAI,PALISADE,30000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,6039687.0
TOYOTA,LAND CRUISER 70,1000.0,4200.0,Manual Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2022,10287035.0
BMW,X4,24000.0,1998.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,4883891.0
MAZDA,MX-30,26000.0,2000.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021,2385285.0
Abarth,595C,15000.0,1400.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3893715.0
HYUNDAI,PALISADE,6000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,7689445.0
